year,log_z,tau_h,tau_x,log_g,log_z_linear,tau_h_linear
1988.75,-5.2495393839838185,0.5190280785293688,-0.1722181123912796,-7.128180444524702,-5.2495393839838185,0.5133676205613483
1989.0,-5.252644723684343,0.5146297683418181,-0.17213457253819112,-7.127355293567581,-5.252644723684343,0.5082304718083301
1989.25,-5.2535622101850805,0.5133634347262623,-0.1657424151364238,-7.094738855180058,-5.2535622101850805,0.5059498227771214
1989.5,-5.253753444611463,0.5133582221123909,-0.16353561726298235,-7.079092257372432,-5.253753444611463,0.5053962442097049
1989.75,-5.261861941521848,0.5089473578223742,-0.15756906441270768,-7.084049798103265,-5.261861941521848,0.5012446081017663
1990.0,-5.256254622676803,0.5100812998279025,-0.15759143170940335,-7.084016437385199,-5.256254622676803,0.5024276015301835
1990.25,-5.257840186531373,0.5108786529417431,-0.15028435823754013,-7.05991030640258,-5.257840186531373,0.5026311178846028
1990.5,-5.263749244988617,0.508437637585686,-0.14386896132363666,-7.073188663218349,-5.263749244988617,0.5009013888922699
1990.75,-5.2845293712618195,0.5061254480220889,-0.1398659055707751,-7.067377900116472,-5.2845293712618195,0.49785334928111613
1991.0,-5.293753064737958,0.5125816187498109,-0.13952290729651948,-7.029266024401904,-5.293753064737958,0.5023408068156174
1991.25,-5.284398165518106,0.5178930408707251,-0.13369750124040408,-7.011878256384565,-5.284398165518106,0.5073118557863959
1991.5,-5.284614402206471,0.5204671423815002,-0.13789909237975012,-7.015728384854863,-5.284614402206471,0.5102888007228574
1991.75,-5.2860173136744395,0.5227752205030869,-0.14187895175598056,-7.026261841499562,-5.2860173136744395,0.5133551485286136
1992.0,-5.270780660925694,0.523739563062215,-0.12603034043057876,-7.024019609389,-5.270780660925694,0.5147720639967899
1992.25,-5.265798993210124,0.5239897905241429,-0.13002211617526063,-7.03933947406134,-5.265798993210124,0.5161108503507349
1992.5,-5.257858837403608,0.5251386798871556,-0.12362274936238435,-7.035778695201779,-5.257858837403608,0.517413507472483
1992.75,-5.25473753025428,0.5228689843519426,-0.12212366027092247,-7.049931693836354,-5.25473753025428,0.5157512205804022
1993.0,-5.266586981613655,0.5193217803132452,-0.12890118057731834,-7.0775085059390435,-5.266586981613655,0.5128564011021274
1993.25,-5.275844244484562,0.514019115646172,-0.1326210881017973,-7.096306042113058,-5.275844244484562,0.5076261897798154
1993.5,-5.2794955358959275,0.511807072145145,-0.1294879494497837,-7.104576066925179,-5.2794955358959275,0.505484375568845
1993.75,-5.273791876218317,0.512186939424452,-0.13521721573252407,-7.113756217027749,-5.273791876218317,0.5063791230611582
1994.0,-5.273230703114273,0.5107829431854334,-0.13811893731665223,-7.130342897440737,-5.273230703114273,0.5055111084624355
1994.25,-5.276040092880073,0.5054638544067235,-0.14348361316064842,-7.143894254283827,-5.276040092880073,0.4999750292196502
1994.5,-5.28539086773527,0.4999790718254393,-0.14134695606139033,-7.142112199031781,-5.28539086773527,0.49388708884295823
1994.75,-5.279256233733866,0.5025298254418138,-0.14729954329840095,-7.159769791814539,-5.279256233733866,0.4971882986703394
1995.0,-5.289063341119466,0.4996459265905836,-0.15011162250880472,-7.168526938548992,-5.289063341119466,0.4942600491643425
